PhotoduplicationDate (Day-Month-Year),RepoCode,ActivityName,ActivityDescription,BillingType,Quantity,UnitFee,PaymentAmount,PaymentMethod,PaymentReference,TransactionNumber,FY
2021-08-30,SCH,Alice Paul,DIRECT - Alice Paul Collection,Deposit to Digital Repository Service,1,0,931.68,Billing Account,285.25200.7067.473405.580013.0000.00000,611835,2022
2021-08-30,SCH,Alice Paul,DIRECT - Alice Paul Collection,"Document Scanning (180-deg/up to 23x15"")",1156,0.75,931.68,Billing Account,285.25200.7067.473405.580013.0000.00000,611835,2022
2021-08-30,SCH,Alice Paul,DIRECT - Alice Paul Collection,OCR,1156,0.03,931.68,Billing Account,285.25200.7067.473405.580013.0000.00000,611835,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,Customized Structural Metadata (simple object),8,3,1052.82,Billing Account,285.25200.7067.473405.580013.0000.00000,612137,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,Customized Structural Metadata (simple object),10,3,718.74,Billing Account,285.25200.7067.473405.580013.0000.00000,611902,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,Customized Structural Metadata (simple object),11,3,981.48,Billing Account,285.25200.7067.473405.580013.0000.00000,611885,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,Deposit to Digital Repository Service,1,0,718.74,Billing Account,285.25200.7067.473405.580013.0000.00000,611902,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,Deposit to Digital Repository Service,1,0,981.48,Billing Account,285.25200.7067.473405.580013.0000.00000,611885,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,Deposit to Digital Repository Service,1,0,1052.82,Billing Account,285.25200.7067.473405.580013.0000.00000,612137,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,"Document Scanning (180-deg/up to 23x15"")",883,0.75,718.74,Billing Account,285.25200.7067.473405.580013.0000.00000,611902,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,"Document Scanning (180-deg/up to 23x15"")",1216,0.75,981.48,Billing Account,285.25200.7067.473405.580013.0000.00000,611885,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,"Document Scanning (180-deg/up to 23x15"")",1319,0.75,1052.82,Billing Account,285.25200.7067.473405.580013.0000.00000,612137,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,OCR,883,0.03,718.74,Billing Account,285.25200.7067.473405.580013.0000.00000,611902,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,OCR,1216,0.03,981.48,Billing Account,285.25200.7067.473405.580013.0000.00000,611885,2022
2021-08-31,SCH,Alice Paul,DIRECT - Alice Paul Collection,OCR,1319,0.03,1052.82,Billing Account,285.25200.7067.473405.580013.0000.00000,612137,2022
2021-10-27,SCH,"SCHL, Deposit slide images scanned by Picturae",ALLOCATION - Depositing slide images scanned by Picturae at Harvard,Deposit to Digital Repository Service,24,10,240,MOU,NA,624174,2022
2021-11-19,SCH,Alice Paul,DIRECT - Alice Paul Collection,Customized Structural Metadata (simple object),4,3,314.64,Billing Account,285.25200.7067.473405.580013.0000.00000,620884,2022
2021-11-19,SCH,Alice Paul,DIRECT - Alice Paul Collection,Deposit to Digital Repository Service,1,0,314.64,Billing Account,285.25200.7067.473405.580013.0000.00000,620884,2022
2021-11-19,SCH,Alice Paul,DIRECT - Alice Paul Collection,"Document Scanning (180-deg/up to 23x15"")",388,0.75,314.64,Billing Account,285.25200.7067.473405.580013.0000.00000,620884,2022
2021-11-19,SCH,Alice Paul,DIRECT - Alice Paul Collection,OCR,388,0.03,314.64,Billing Account,285.25200.7067.473405.580013.0000.00000,620884,2022
2021-11-24,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,"Digital Capture (bound/up to 15x23x4"", singleshot)",2,3.5,7,Billing Account,285.25200.7067.473405.580013.0000.00000,626609,2022
2021-12-17,SCH,Framingham Group,DIRECT - Framingham Group collections,Customized Structural Metadata (simple object),3,3,146.88,Billing Account,285.25200.7067.473405.580013.0000.00000,612479,2022
2021-12-17,SCH,Framingham Group,DIRECT - Framingham Group collections,Deposit to Digital Repository Service,1,0,146.88,Billing Account,285.25200.7067.473405.580013.0000.00000,612479,2022
2021-12-17,SCH,Framingham Group,DIRECT - Framingham Group collections,"Document Scanning (180-deg/up to 23x15"")",180,0.75,146.88,Billing Account,285.25200.7067.473405.580013.0000.00000,612479,2022
2021-12-17,SCH,Framingham Group,DIRECT - Framingham Group collections,OCR,96,0.03,146.88,Billing Account,285.25200.7067.473405.580013.0000.00000,612479,2022
2021-12-17,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Book Scanning (180-deg/up to 23x15x3),1820,0.35,763.6,Billing Account,285.25200.7067.473405.580013.0000.00000,625175,2022
2021-12-17,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Customized Structural Metadata (simple object),24,3,763.6,Billing Account,285.25200.7067.473405.580013.0000.00000,625175,2022
2021-12-17,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Customized Structural Metadata (simple object),39,3,2281.5,Billing Account,285.25200.7067.473405.580013.0000.00000,625173,2022
2021-12-17,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Deposit to Digital Repository Service,1,0,763.6,Billing Account,285.25200.7067.473405.580013.0000.00000,625175,2022
2021-12-17,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Deposit to Digital Repository Service,1,0,2281.5,Billing Account,285.25200.7067.473405.580013.0000.00000,625173,2022
2021-12-17,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,"Document Scanning (180-deg/up to 23x15"")",2775,0.75,2281.5,Billing Account,285.25200.7067.473405.580013.0000.00000,625173,2022
2021-12-17,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,OCR,1820,0.03,763.6,Billing Account,285.25200.7067.473405.580013.0000.00000,625175,2022
2021-12-17,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,OCR,2775,0.03,2281.5,Billing Account,285.25200.7067.473405.580013.0000.00000,625173,2022
2021-12-17,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),1,3,78,Billing Account,285.25200.7067.473405.580013.0000.00000,612483,2022
2021-12-17,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),4,3,84.54,Billing Account,285.25200.7067.473405.580013.0000.00000,612481,2022
2021-12-17,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),21,3,780.87,Billing Account,285.25200.7067.473405.580013.0000.00000,612480,2022
2021-12-17,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,78,Billing Account,285.25200.7067.473405.580013.0000.00000,612483,2022
2021-12-17,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,84.54,Billing Account,285.25200.7067.473405.580013.0000.00000,612481,2022
2021-12-17,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,780.87,Billing Account,285.25200.7067.473405.580013.0000.00000,612480,2022
2021-12-17,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",93,0.75,84.54,Billing Account,285.25200.7067.473405.580013.0000.00000,612481,2022
2021-12-17,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",100,0.75,78,Billing Account,285.25200.7067.473405.580013.0000.00000,612483,2022
2021-12-17,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",921,0.75,780.87,Billing Account,285.25200.7067.473405.580013.0000.00000,612480,2022
2021-12-17,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,93,0.03,84.54,Billing Account,285.25200.7067.473405.580013.0000.00000,612481,2022
2021-12-17,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,904,0.03,780.87,Billing Account,285.25200.7067.473405.580013.0000.00000,612480,2022
2022-01-13,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,Customized Structural Metadata (simple object),150,1,450,Billing Account,610.56733.7067.000001.781762.0000.00000,620325,2022
2022-01-13,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,Deposit to Digital Repository Service,1,0,450,Billing Account,610.56733.7067.000001.781762.0000.00000,620325,2022
2022-01-13,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,"Document Scanning (180-deg/up to 23x15"")",400,0.75,450,Billing Account,610.56733.7067.000001.781762.0000.00000,620325,2022
2022-01-13,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,"PDF document assembly, color or bitonal",150,0,450,Billing Account,610.56733.7067.000001.781762.0000.00000,620325,2022
2022-01-13,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)",Deposit to Digital Repository Service,1,0,3120,Billing Account,610.56733.7067.000001.781762.0000.00000,620290,2022
2022-01-13,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)","Digital Capture (loose/19x25.5""-34x45"")",120,25,3120,Billing Account,610.56733.7067.000001.781762.0000.00000,620290,2022
2022-01-13,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)","Digital Capture (loose/19x25.5""-34x45"")",138,25,3588,Billing Account,610.56733.7067.000001.781762.0000.00000,617208,2022
2022-01-13,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)","PDF document assembly, color or bitonal",120,1,3120,Billing Account,610.56733.7067.000001.781762.0000.00000,620290,2022
2022-01-13,PIRC,PIRC Digitization,"DIRECT - Ongoing - Drawings, blueprints, plans (Work for studio and D-20)","PDF document assembly, color or bitonal",138,1,3588,Billing Account,610.56733.7067.000001.781762.0000.00000,617208,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Book Scanning (180-deg/up to 23x15x3),4038,0.35,1549.44,Billing Account,285.25200.7067.473405.580013.0000.00000,625170,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Customized Structural Metadata (simple object),5,3,1549.44,Billing Account,285.25200.7067.473405.580013.0000.00000,625170,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Customized Structural Metadata (simple object),20,3,383.7,Billing Account,285.25200.7067.473405.580013.0000.00000,625166,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Customized Structural Metadata (simple object),25,3,723.18,Billing Account,285.25200.7067.473405.580013.0000.00000,625169,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Deposit to Digital Repository Service,1,0,383.7,Billing Account,285.25200.7067.473405.580013.0000.00000,625166,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Deposit to Digital Repository Service,1,0,723.18,Billing Account,285.25200.7067.473405.580013.0000.00000,625169,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Deposit to Digital Repository Service,1,0,1549.44,Billing Account,285.25200.7067.473405.580013.0000.00000,625170,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,"Document Scanning (180-deg/up to 23x15"")",415,0.75,383.7,Billing Account,285.25200.7067.473405.580013.0000.00000,625166,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,"Document Scanning (180-deg/up to 23x15"")",831,0.75,723.18,Billing Account,285.25200.7067.473405.580013.0000.00000,625169,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,OCR,415,0.03,383.7,Billing Account,285.25200.7067.473405.580013.0000.00000,625166,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,OCR,831,0.03,723.18,Billing Account,285.25200.7067.473405.580013.0000.00000,625169,2022
2022-01-28,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,OCR,4038,0.03,1549.44,Billing Account,285.25200.7067.473405.580013.0000.00000,625170,2022
2022-01-28,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),1,3,1021.89,Billing Account,285.25200.7067.473405.580013.0000.00000,622463,2022
2022-01-28,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,1021.89,Billing Account,285.25200.7067.473405.580013.0000.00000,622463,2022
2022-01-28,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Digital Capture (bound/up to 19x25.5"")",159,6,1021.89,Billing Account,285.25200.7067.473405.580013.0000.00000,622463,2022
2022-01-28,SCH,Suffrage,DIRECT - Women's Suffrage collection,Digital Capture (oversize/foldout),4,15,1021.89,Billing Account,285.25200.7067.473405.580013.0000.00000,622463,2022
2022-01-28,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,163,0.03,1021.89,Billing Account,285.25200.7067.473405.580013.0000.00000,622463,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,Customized Structural Metadata (simple object),8,3,749.4,Billing Account,285.25200.7067.473405.580013.0000.00000,612077,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,Customized Structural Metadata (simple object),11,3,769.32,Billing Account,285.25200.7067.473405.580013.0000.00000,611831,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,Customized Structural Metadata (simple object),14,3,703.44,Billing Account,285.25200.7067.473405.580013.0000.00000,612138,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,Deposit to Digital Repository Service,1,0,703.44,Billing Account,285.25200.7067.473405.580013.0000.00000,612138,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,Deposit to Digital Repository Service,1,0,749.4,Billing Account,285.25200.7067.473405.580013.0000.00000,612077,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,Deposit to Digital Repository Service,1,0,769.32,Billing Account,285.25200.7067.473405.580013.0000.00000,611831,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,"Document Scanning (180-deg/up to 23x15"")",848,0.75,703.44,Billing Account,285.25200.7067.473405.580013.0000.00000,612138,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,"Document Scanning (180-deg/up to 23x15"")",930,0.75,749.4,Billing Account,285.25200.7067.473405.580013.0000.00000,612077,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,"Document Scanning (180-deg/up to 23x15"")",944,0.75,769.32,Billing Account,285.25200.7067.473405.580013.0000.00000,611831,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,OCR,848,0.03,703.44,Billing Account,285.25200.7067.473405.580013.0000.00000,612138,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,OCR,930,0.03,749.4,Billing Account,285.25200.7067.473405.580013.0000.00000,612077,2022
2022-02-07,SCH,Alice Paul,DIRECT - Alice Paul Collection,OCR,944,0.03,769.32,Billing Account,285.25200.7067.473405.580013.0000.00000,611831,2022
2022-02-07,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Customized Structural Metadata (simple object),18,3,430.02,Billing Account,285.25200.7067.473405.580013.0000.00000,632042,2022
2022-02-07,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Deposit to Digital Repository Service,1,0,430.02,Billing Account,285.25200.7067.473405.580013.0000.00000,632042,2022
2022-02-07,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,"Document Scanning (sheet fed/up to 11x17""/color)",2089,0.15,430.02,Billing Account,285.25200.7067.473405.580013.0000.00000,632042,2022
2022-02-07,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,OCR,2089,0.03,430.02,Billing Account,285.25200.7067.473405.580013.0000.00000,632042,2022
2022-02-07,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Book Scanning (180-deg/up to 23x15x3),3691,0.35,1495.58,Billing Account,285.25200.7067.473405.580013.0000.00000,625178,2022
2022-02-07,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Customized Structural Metadata (simple object),31,3,1495.58,Billing Account,285.25200.7067.473405.580013.0000.00000,625178,2022
2022-02-07,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,Deposit to Digital Repository Service,1,0,1495.58,Billing Account,285.25200.7067.473405.580013.0000.00000,625178,2022
2022-02-07,SCH,Ongoing manuscript digitization,DIRECT - Ongoing - Small collections,OCR,3691,0.03,1495.58,Billing Account,285.25200.7067.473405.580013.0000.00000,625178,2022
2022-02-07,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,Customized Structural Metadata (simple object),2,3,24.72,Billing Account,285.25200.7067.473405.580013.0000.00000,630422,2022
2022-02-07,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,Deposit to Digital Repository Service,1,0,24.72,Billing Account,285.25200.7067.473405.580013.0000.00000,630422,2022
2022-02-07,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,"Document Scanning (180-deg/up to 23x15"")",24,0.75,24.72,Billing Account,285.25200.7067.473405.580013.0000.00000,630422,2022
2022-02-07,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,OCR,24,0.03,24.72,Billing Account,285.25200.7067.473405.580013.0000.00000,630422,2022
2022-02-07,SCH,Schlesinger Photographs,DIRECT - Ongoing - Photograph collections,Deposit to Digital Repository Service,1,0,24,Billing Account,285.25200.7067.371691.580467.0000.00000,625579,2022
